latitude,longitude,land_cover,vegetation_index,ndvi_source
25.516363,85.078111,mining,0.1,synthetic_demo
25.784522,85.208577,built_up,0.063,synthetic_demo
25.845653,85.290768,forest,0.802,synthetic_demo
25.672388,84.935675,agriculture,0.569,synthetic_demo
25.785628,85.307646,industrial,0.149,synthetic_demo
25.846129,85.084895,agriculture,0.493,synthetic_demo
25.506638,84.942359,agriculture,0.619,synthetic_demo
25.629298,85.265182,built_up,0.135,synthetic_demo
25.607029,84.819541,built_up,0.043,synthetic_demo
25.48202,85.10773,industrial,0.162,synthetic_demo
25.752132,85.196892,industrial,0.065,synthetic_demo
25.623512,84.953988,forest,0.797,synthetic_demo
25.637731,85.274921,agriculture,0.554,synthetic_demo
25.510269,84.932157,forest,0.668,synthetic_demo
25.522371,85.261931,agriculture,0.323,synthetic_demo
25.812841,84.8432,agriculture,0.563,synthetic_demo
25.46786,84.88796,mining,0.127,synthetic_demo
25.543141,85.009542,agriculture,0.627,synthetic_demo
25.566824,85.269731,industrial,0.125,synthetic_demo
25.646079,84.879522,forest,0.63,synthetic_demo
25.684578,85.281491,agriculture,0.392,synthetic_demo
25.647316,84.926352,forest,0.814,synthetic_demo
25.483646,85.04888,forest,0.694,synthetic_demo
25.547467,84.994004,forest,0.806,synthetic_demo
25.787435,84.864969,built_up,0.076,synthetic_demo
25.705035,85.31937,mining,0.001,synthetic_demo
25.70966,85.040998,forest,0.761,synthetic_demo
25.718081,85.179682,industrial,0.12,synthetic_demo
25.755161,85.116397,agriculture,0.532,synthetic_demo
25.473243,85.075944,forest,0.644,synthetic_demo
25.596643,85.139118,water,0.003,synthetic_demo
25.665811,85.294088,agriculture,0.469,synthetic_demo
25.585383,85.184622,built_up,0.157,synthetic_demo
25.787792,85.092864,mining,0.092,synthetic_demo
25.643029,85.154852,agriculture,0.437,synthetic_demo
25.757451,85.133517,forest,0.788,synthetic_demo
25.790806,85.038217,agriculture,0.509,synthetic_demo
25.651917,85.14362,agriculture,0.48,synthetic_demo
25.813821,85.043963,agriculture,0.542,synthetic_demo
25.68485,85.216688,water,-0.179,synthetic_demo
25.79011,85.332902,forest,0.869,synthetic_demo
25.586236,85.327926,agriculture,0.401,synthetic_demo
25.649527,85.251405,industrial,0.045,synthetic_demo
25.662564,85.130967,industrial,0.154,synthetic_demo
25.491992,85.212133,agriculture,0.354,synthetic_demo
25.609421,84.897927,built_up,0.199,synthetic_demo
25.816935,85.06346,agriculture,0.439,synthetic_demo
25.702333,84.941518,forest,0.654,synthetic_demo
25.521003,84.801922,industrial,0.012,synthetic_demo
25.585542,85.331706,agriculture,0.269,synthetic_demo
25.526641,85.275117,agriculture,0.293,synthetic_demo
25.459929,85.082534,built_up,0.021,synthetic_demo
25.820984,84.939784,agriculture,0.397,synthetic_demo
25.629283,85.181136,mining,0.047,synthetic_demo
25.573014,85.039141,built_up,0.097,synthetic_demo
25.689391,85.241842,forest,0.632,synthetic_demo
25.452926,85.349735,agriculture,0.278,synthetic_demo
25.561209,84.991995,built_up,0.033,synthetic_demo
25.731213,84.934422,water,-0.154,synthetic_demo
25.703508,84.94706,agriculture,0.392,synthetic_demo
25.842722,84.85134,agriculture,0.317,synthetic_demo
25.698143,85.016725,forest,0.678,synthetic_demo
25.641002,84.809584,built_up,0.186,synthetic_demo
25.754573,84.862918,mining,0.039,synthetic_demo
25.811331,84.949433,mining,0.025,synthetic_demo
25.738278,84.887925,industrial,0.133,synthetic_demo
25.835284,85.202688,forest,0.722,synthetic_demo
25.762802,84.858083,built_up,0.029,synthetic_demo
25.796721,85.276297,agriculture,0.605,synthetic_demo
25.495642,84.921613,mining,0.107,synthetic_demo
25.742965,84.859725,forest,0.892,synthetic_demo
25.626035,84.805559,built_up,0.189,synthetic_demo
25.671242,85.193363,built_up,0.125,synthetic_demo
25.711641,84.941139,industrial,0.137,synthetic_demo
25.837926,85.080224,industrial,0.082,synthetic_demo
25.843831,84.861389,built_up,0.18,synthetic_demo
25.565291,85.341913,industrial,0.111,synthetic_demo
25.743501,84.868962,built_up,0.079,synthetic_demo
25.749993,85.026559,agriculture,0.254,synthetic_demo
25.588597,85.268407,agriculture,0.514,synthetic_demo
25.499548,84.934688,forest,0.734,synthetic_demo
25.466379,84.946834,water,0.003,synthetic_demo
25.760937,85.244675,built_up,0.054,synthetic_demo
25.64588,84.950337,built_up,0.167,synthetic_demo
25.844216,84.801579,built_up,0.023,synthetic_demo
25.635989,85.035353,agriculture,0.514,synthetic_demo
25.841167,84.806894,mining,0.06,synthetic_demo
25.61463,85.300386,agriculture,0.399,synthetic_demo
25.767473,85.152997,agriculture,0.445,synthetic_demo
25.483928,85.120658,forest,0.628,synthetic_demo
25.672185,84.910874,forest,0.614,synthetic_demo
25.770824,85.18497,built_up,0.165,synthetic_demo
25.819881,85.17249,forest,0.63,synthetic_demo
25.779033,84.833255,built_up,0.153,synthetic_demo
25.464788,85.284466,water,-0.022,synthetic_demo
25.599081,85.118677,agriculture,0.265,synthetic_demo
25.469479,85.235857,industrial,0.176,synthetic_demo
25.493713,84.944603,built_up,0.162,synthetic_demo
25.720122,84.867126,industrial,0.159,synthetic_demo
25.735303,85.186347,built_up,0.166,synthetic_demo
25.759488,85.236635,agriculture,0.512,synthetic_demo
25.796183,85.012318,agriculture,0.697,synthetic_demo
25.745773,84.813031,agriculture,0.331,synthetic_demo
25.770349,85.25004,agriculture,0.283,synthetic_demo
25.469585,84.913352,forest,0.796,synthetic_demo
25.543814,84.986468,forest,0.653,synthetic_demo
25.698759,85.145527,agriculture,0.524,synthetic_demo
25.79325,84.854975,mining,0.059,synthetic_demo
25.4518,84.839598,industrial,0.067,synthetic_demo
25.655852,84.814137,forest,0.863,synthetic_demo
25.720915,85.304152,industrial,0.028,synthetic_demo
25.461843,84.971261,agriculture,0.335,synthetic_demo
25.610542,85.163362,industrial,0.134,synthetic_demo
25.808254,85.344079,built_up,0.161,synthetic_demo
25.718645,85.168198,industrial,0.166,synthetic_demo
25.545063,85.088802,built_up,0.062,synthetic_demo
25.791112,85.086506,forest,0.859,synthetic_demo
25.589213,85.007304,agriculture,0.524,synthetic_demo
25.791338,85.129879,industrial,0.165,synthetic_demo
25.569577,85.327335,built_up,0.032,synthetic_demo
25.686128,85.233424,mining,0.054,synthetic_demo
25.608776,85.033325,forest,0.734,synthetic_demo
25.55993,84.982845,water,-0.056,synthetic_demo
25.804623,85.285942,forest,0.585,synthetic_demo
25.525037,84.874682,agriculture,0.492,synthetic_demo
25.483925,85.267272,built_up,0.14,synthetic_demo
25.586771,84.940292,industrial,0.072,synthetic_demo
25.737056,85.193596,agriculture,0.475,synthetic_demo
25.772973,85.243421,industrial,0.059,synthetic_demo
25.849497,85.062348,built_up,0.177,synthetic_demo
25.568545,84.905756,agriculture,0.52,synthetic_demo
25.613177,85.264622,mining,0.083,synthetic_demo
25.504729,85.00213,forest,0.881,synthetic_demo
25.679949,84.976374,mining,0.1,synthetic_demo
25.849032,85.080509,industrial,0.056,synthetic_demo
25.730352,85.039297,agriculture,0.539,synthetic_demo
25.688085,85.175679,forest,0.887,synthetic_demo
25.606948,84.875459,industrial,0.005,synthetic_demo
25.81612,85.039629,industrial,0.125,synthetic_demo
25.648767,85.290436,built_up,0.048,synthetic_demo
25.503747,84.819834,forest,0.836,synthetic_demo
25.596151,85.051536,agriculture,0.538,synthetic_demo
25.476867,85.163293,water,0.034,synthetic_demo
25.530792,85.288241,forest,0.784,synthetic_demo
25.457068,85.126582,industrial,0.003,synthetic_demo
25.631312,85.253466,industrial,0.102,synthetic_demo
25.703816,84.92248,industrial,0.181,synthetic_demo
25.587317,84.994045,agriculture,0.355,synthetic_demo
25.618153,85.318173,built_up,0.035,synthetic_demo
25.833684,85.287286,forest,0.802,synthetic_demo
25.750785,85.106874,industrial,0.101,synthetic_demo
25.666343,85.061519,agriculture,0.271,synthetic_demo
25.563816,85.048087,forest,0.648,synthetic_demo
25.808799,84.832334,agriculture,0.397,synthetic_demo
25.544039,85.290807,mining,0.1,synthetic_demo
25.580137,85.249982,forest,0.715,synthetic_demo
25.813626,85.050938,agriculture,0.469,synthetic_demo
25.661817,84.953692,built_up,0.165,synthetic_demo
25.746927,84.988606,built_up,0.07,synthetic_demo
25.686298,84.867738,built_up,0.141,synthetic_demo
25.711376,85.196984,built_up,0.086,synthetic_demo
25.569753,85.106168,agriculture,0.438,synthetic_demo
25.546549,84.928757,agriculture,0.5,synthetic_demo
25.578997,85.142653,built_up,0.145,synthetic_demo
25.512177,85.338577,built_up,0.19,synthetic_demo
25.799726,84.867317,built_up,0.068,synthetic_demo
25.563299,85.052167,forest,0.586,synthetic_demo
25.674596,85.071787,built_up,0.097,synthetic_demo
25.76679,84.891738,forest,0.741,synthetic_demo
25.76353,85.092369,industrial,0.046,synthetic_demo
25.625355,85.133287,forest,0.862,synthetic_demo
25.640503,84.886539,forest,0.83,synthetic_demo
25.847881,84.885098,built_up,0.109,synthetic_demo
25.719839,85.270992,forest,0.708,synthetic_demo
25.775855,84.971263,built_up,0.027,synthetic_demo
25.811022,85.146683,agriculture,0.492,synthetic_demo
25.765036,85.144725,industrial,0.119,synthetic_demo
25.524072,85.261544,forest,0.862,synthetic_demo
25.674868,85.206942,agriculture,0.475,synthetic_demo
25.490758,85.262317,built_up,0.048,synthetic_demo
25.711169,85.143868,forest,0.613,synthetic_demo
25.83214,85.047201,forest,0.606,synthetic_demo
25.655093,85.016462,forest,0.878,synthetic_demo
25.623189,85.008466,industrial,0.159,synthetic_demo
25.464337,85.030116,industrial,0.165,synthetic_demo
25.83391,84.87112,water,0.01,synthetic_demo
25.491201,85.033177,industrial,0.019,synthetic_demo
25.466432,85.014195,industrial,0.14,synthetic_demo
25.548427,84.819014,mining,0.106,synthetic_demo
25.476212,84.951322,built_up,0.06,synthetic_demo
25.632047,85.213549,agriculture,0.471,synthetic_demo
25.656435,85.11787,agriculture,0.548,synthetic_demo
25.575028,85.243392,mining,0.135,synthetic_demo
25.470384,85.098478,industrial,0.022,synthetic_demo
25.49464,85.269746,forest,0.862,synthetic_demo
25.603802,85.237837,mining,0.138,synthetic_demo
25.474211,84.854057,built_up,0.186,synthetic_demo
25.729276,85.337354,water,-0.199,synthetic_demo
25.532808,84.808111,forest,0.627,synthetic_demo
25.570829,85.128261,mining,0.104,synthetic_demo
25.60765,85.235881,forest,0.663,synthetic_demo
25.616644,84.982542,built_up,0.031,synthetic_demo
25.450664,85.129213,mining,0.114,synthetic_demo
25.494828,84.999167,industrial,0.006,synthetic_demo
25.795106,84.833338,forest,0.706,synthetic_demo
25.450493,84.804654,agriculture,0.676,synthetic_demo
25.653267,84.852174,built_up,0.099,synthetic_demo
25.645801,84.854125,industrial,0.182,synthetic_demo
25.583238,85.135989,mining,0.061,synthetic_demo
25.622531,85.089226,forest,0.671,synthetic_demo
25.762232,85.050505,agriculture,0.298,synthetic_demo
25.786481,85.180557,forest,0.675,synthetic_demo
25.554139,84.809254,mining,0.051,synthetic_demo
25.578996,84.949041,industrial,0.169,synthetic_demo
25.546993,85.227566,agriculture,0.664,synthetic_demo
25.641945,85.300487,industrial,0.004,synthetic_demo
25.723303,85.041085,mining,0.015,synthetic_demo
25.541301,84.844816,built_up,0.136,synthetic_demo
25.582294,85.239301,forest,0.72,synthetic_demo
25.822154,85.286844,forest,0.654,synthetic_demo
25.469428,85.027513,forest,0.641,synthetic_demo
25.634308,84.933845,agriculture,0.351,synthetic_demo
25.734623,84.824184,built_up,0.115,synthetic_demo
25.510182,85.125096,agriculture,0.258,synthetic_demo
25.46895,85.300428,agriculture,0.582,synthetic_demo
25.505282,85.172838,built_up,0.074,synthetic_demo
25.817529,84.974487,agriculture,0.442,synthetic_demo
25.453704,85.153589,industrial,0.105,synthetic_demo
25.525329,85.257638,industrial,0.042,synthetic_demo
25.462513,85.061707,forest,0.859,synthetic_demo
25.494252,85.250862,agriculture,0.557,synthetic_demo
25.69806,85.01555,industrial,0.174,synthetic_demo
25.546656,84.991678,agriculture,0.464,synthetic_demo
25.677685,85.120644,forest,0.701,synthetic_demo
25.686078,85.055578,built_up,0.063,synthetic_demo
25.789774,85.337412,industrial,0.109,synthetic_demo
25.451897,85.084014,agriculture,0.517,synthetic_demo
25.791348,85.011845,industrial,0.084,synthetic_demo
25.697648,85.017213,forest,0.601,synthetic_demo
25.515097,85.101367,industrial,0.055,synthetic_demo
25.759175,84.995202,agriculture,0.256,synthetic_demo
25.792197,85.197599,built_up,0.077,synthetic_demo
25.551705,85.009365,industrial,0.116,synthetic_demo
25.817517,85.011279,built_up,0.192,synthetic_demo
25.631783,85.139335,agriculture,0.33,synthetic_demo
25.69137,84.833466,agriculture,0.275,synthetic_demo
25.84386,85.160445,agriculture,0.383,synthetic_demo
25.594614,85.077735,forest,0.605,synthetic_demo
25.775264,85.049164,built_up,0.145,synthetic_demo
25.57736,85.195589,built_up,0.021,synthetic_demo
25.769685,85.217041,built_up,0.197,synthetic_demo
25.690294,85.265443,forest,0.849,synthetic_demo
25.536542,85.006142,built_up,0.108,synthetic_demo
25.61561,84.979871,industrial,0.184,synthetic_demo
25.577054,85.192888,agriculture,0.533,synthetic_demo
25.481243,85.119993,industrial,0.199,synthetic_demo
25.461934,85.147491,industrial,0.056,synthetic_demo
25.588591,85.105538,agriculture,0.699,synthetic_demo
25.457614,85.224981,mining,0.027,synthetic_demo
25.516195,84.904522,industrial,0.071,synthetic_demo
25.740073,85.105642,agriculture,0.671,synthetic_demo
25.733236,84.886956,agriculture,0.417,synthetic_demo
25.745432,85.023989,mining,0.031,synthetic_demo
25.576861,85.165197,built_up,0.031,synthetic_demo
25.806008,85.071189,industrial,0.03,synthetic_demo
25.687532,85.008775,industrial,0.071,synthetic_demo
25.500411,85.286734,agriculture,0.44,synthetic_demo
25.507487,85.225054,forest,0.74,synthetic_demo
25.727238,85.08946,mining,0.122,synthetic_demo
25.519178,85.322529,mining,0.002,synthetic_demo
25.652917,85.033401,mining,0.126,synthetic_demo
25.84671,85.23344,forest,0.752,synthetic_demo
25.451603,84.892365,built_up,0.156,synthetic_demo
25.456632,84.957186,built_up,0.156,synthetic_demo
25.847234,84.985947,industrial,0.181,synthetic_demo
25.683856,84.858201,forest,0.583,synthetic_demo
25.500764,85.075993,forest,0.75,synthetic_demo
25.808921,84.905743,forest,0.868,synthetic_demo
25.802152,85.148802,water,-0.02,synthetic_demo
25.66448,84.904551,built_up,0.037,synthetic_demo
25.698717,84.867928,forest,0.765,synthetic_demo
25.559275,85.332998,agriculture,0.61,synthetic_demo
25.470208,85.162032,industrial,0.055,synthetic_demo
25.687827,85.315048,forest,0.771,synthetic_demo
25.567902,85.069438,industrial,0.168,synthetic_demo
25.715448,84.818371,agriculture,0.486,synthetic_demo
25.784498,85.115904,built_up,0.055,synthetic_demo
25.457264,85.107081,built_up,0.119,synthetic_demo
25.688286,84.808237,mining,0.088,synthetic_demo
25.542512,85.273683,industrial,0.081,synthetic_demo
25.799555,85.140984,built_up,0.142,synthetic_demo
25.551466,85.20958,industrial,0.087,synthetic_demo
25.694308,85.071657,forest,0.857,synthetic_demo
25.671416,85.140121,agriculture,0.606,synthetic_demo
25.608467,84.941608,industrial,0.161,synthetic_demo
25.721048,85.335567,industrial,0.105,synthetic_demo
25.740308,85.020396,forest,0.619,synthetic_demo
25.676775,84.88928,industrial,0.145,synthetic_demo
25.753369,84.830753,mining,0.01,synthetic_demo
25.843367,85.149895,forest,0.731,synthetic_demo
25.617709,85.340859,agriculture,0.274,synthetic_demo
25.655833,85.292687,water,-0.068,synthetic_demo
25.454988,85.186158,agriculture,0.559,synthetic_demo
25.768411,85.344829,agriculture,0.439,synthetic_demo
25.658092,85.197556,mining,0.063,synthetic_demo
25.613185,84.986588,forest,0.593,synthetic_demo
25.487629,85.13067,industrial,0.06,synthetic_demo
25.805863,84.843872,agriculture,0.45,synthetic_demo
25.608003,84.921925,agriculture,0.639,synthetic_demo
25.723033,85.029647,built_up,0.182,synthetic_demo
25.50975,84.911,industrial,0.191,synthetic_demo
25.83462,85.324426,agriculture,0.295,synthetic_demo
25.521377,85.347579,built_up,0.073,synthetic_demo
25.529817,85.004015,water,-0.084,synthetic_demo
25.793593,85.190076,industrial,0.128,synthetic_demo
25.815033,85.024274,forest,0.796,synthetic_demo
25.534859,84.87673,mining,0.118,synthetic_demo
25.63792,84.98531,agriculture,0.473,synthetic_demo
25.743398,84.928354,industrial,0.111,synthetic_demo
25.801346,84.980443,industrial,0.192,synthetic_demo
25.601621,84.918262,built_up,0.063,synthetic_demo
25.656808,84.86179,agriculture,0.612,synthetic_demo
25.746687,84.919586,agriculture,0.57,synthetic_demo
25.742454,85.298166,mining,0.021,synthetic_demo
25.763184,84.846872,forest,0.874,synthetic_demo
25.677974,84.978616,industrial,0.171,synthetic_demo
25.491846,85.090647,agriculture,0.601,synthetic_demo
25.811589,84.994982,mining,0.019,synthetic_demo
25.796229,85.084684,forest,0.599,synthetic_demo
25.769239,84.823881,built_up,0.143,synthetic_demo
25.489945,85.156713,industrial,0.021,synthetic_demo
25.531759,85.109913,industrial,0.023,synthetic_demo
25.74744,85.174531,mining,0.06,synthetic_demo
25.459256,85.111992,industrial,0.001,synthetic_demo
25.84169,85.040847,industrial,0.144,synthetic_demo
25.600858,84.992578,built_up,0.117,synthetic_demo
25.737725,84.924539,forest,0.577,synthetic_demo
25.805028,85.075037,forest,0.74,synthetic_demo
25.607852,84.814329,built_up,0.03,synthetic_demo
25.577653,84.980532,industrial,0.014,synthetic_demo
25.693496,85.17283,built_up,0.107,synthetic_demo
25.682396,84.859794,forest,0.725,synthetic_demo
25.613656,84.83459,industrial,0.068,synthetic_demo
25.69071,85.158698,built_up,0.132,synthetic_demo
25.824153,85.018776,forest,0.686,synthetic_demo
25.637056,85.241004,mining,0.088,synthetic_demo
25.528697,85.315521,mining,0.052,synthetic_demo
25.600882,85.326372,built_up,0.149,synthetic_demo
25.607643,85.034076,forest,0.753,synthetic_demo
25.502443,84.94538,forest,0.606,synthetic_demo
25.515149,85.134738,mining,0.103,synthetic_demo
25.723825,85.145506,agriculture,0.603,synthetic_demo
25.585791,85.14229,built_up,0.032,synthetic_demo
25.831959,84.976978,built_up,0.13,synthetic_demo
25.547439,84.835063,forest,0.827,synthetic_demo
25.48957,84.915503,industrial,0.023,synthetic_demo
25.751402,84.884931,agriculture,0.656,synthetic_demo
25.802414,84.868145,agriculture,0.437,synthetic_demo
